Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Line.CAP_611C, 0.000101388,  -150.00,          0,     0.00,          0,     0.00,          0,     0.00, 0.000101388,  -150.00, 0.000100392,    30.00,          0,     0.00,          0,     0.00,          0,     0.00, 0.000100392,    30.00
Line.CAP_675ABC, 0.000101392,    90.00, 0.000101391,   -30.00, 0.000101392,  -150.00,          0,     0.00, 5.00721E-010,   125.54, 0.000100395,   -90.00, 0.000100395,   150.00, 0.000100395,    30.00,          0,     0.00, 3.44718E-010,   -20.48
Line.CONN 03, 0.000101383,   -30.00,          0,     0.00,          0,     0.00,          0,     0.00, 0.000101383,   -30.00, 0.000100387,   150.00,          0,     0.00,          0,     0.00,          0,     0.00, 0.000100387,   150.00
Line.LOAD671, 0.000101377,    89.99, 0.000101377,   -30.01, 0.000101377,  -150.01,          0,     0.00, 7.58935E-010,  -147.53, 0.000100381,   -90.01, 0.000100381,   149.99, 0.000100381,    29.99,          0,     0.00, 6.00952E-010,    22.36
Line.SWITCH, 0.000908463,    90.00, 0.000706701,   -30.00, 0.000908462,  -150.00,          0,     0.00, 0.000201756,   150.00, 0.000907467,   -90.00, 0.000705705,   150.00, 0.000907467,    30.00,          0,     0.00, 0.000201755,   -30.00
Transformer.LVR_01, 0.00295982,    90.00, 0.00295982,   -90.00,          0,     0.00,          0,     0.00,          0,     0.00, 0.00295982,   -90.00, 0.00295982,    90.00,          0,     0.00,          0,     0.00,          0,     0.00
Transformer.LVR_02, 0.00316162,   -30.00, 0.00316162,   150.00,          0,     0.00,          0,     0.00,          0,     0.00, 0.00316162,   150.00, 0.00316162,   -30.00,          0,     0.00,          0,     0.00,          0,     0.00
Transformer.LVR_03,  0.0037669,  -150.00,  0.0037669,    30.00,          0,     0.00,          0,     0.00,          0,     0.00,  0.0037669,    30.00,  0.0037669,  -150.00,          0,     0.00,          0,     0.00,          0,     0.00
Transformer.SUBSTATION, 8.9822E-005,   121.34, 0.000104587,     3.46, 0.000101098,  -124.78,          0,     0.00, 5.24677E-011,    33.69, 0.00295983,   -90.00, 0.00316162,   150.00, 0.00376692,    30.00, 0.000727467,  -136.10, 1.47255E-009,    71.57
Transformer.TXFMR1, 6.67186E-005,   -89.99, 6.67178E-005,   150.00, 6.67178E-005,    30.00, 1.87079E-009,   153.42, 6.40694E-012,    27.47, 2.32415E-005,   -90.14, 2.32488E-005,   149.89, 2.32488E-005,    29.89, 1.62142E-008,   -26.59, 5.30322E-011,    30.96
Load.LOAD 611C,    78.3555,    94.69,    78.3555,   -85.31,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD 634A,    700.595,   -34.51,    700.595,   145.49,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD 634B,    541.209,  -156.87,    541.209,    23.13,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD 634C,    541.209,    83.13,    541.209,   -96.87,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD 645B,    87.8083,  -156.29,    87.8083,    23.71,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD 646,    63.7765,  -119.89,    63.7765,    60.11,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD 652,    64.3113,   -33.90,    64.3113,   146.10,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD 670A,    8.21038,   -30.46,    8.21038,   149.54,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD 670B,    31.6918,  -149.89,    31.6918,    30.11,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD 670C,    56.3108,    89.88,    56.3108,   -90.12,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD 671,    184.656,   -29.77,    184.656,  -149.77,    184.656,    90.23,          0,     0.00, 1.42109E-014,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD 675A,    216.877,   -21.41,    216.877,   158.59,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD 675B,    37.7459,  -161.41,    37.7459,    18.59,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD 675C,    149.605,    83.80,    149.605,   -96.20,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD 692AC,    47.3768,   -41.67,    47.3768,    78.33,    47.3768,  -161.67,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
